Модель;Цена, долл;Пробег, мили;Год;Объём двигателя, л;Мощность, л.с;Топливо
Renault Sandero II Рестайлинг Stepway;0,00;8126,85;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;5096,33;11298,86;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7234,84;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;9322,56;8801,22;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8364,72;2021;1,6;102;Бензин
Renault Sandero I;144393,41;2794,98;2011;1,6;84;Бензин
Renault Sandero II Stepway;86389,06;8028,14;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9173,48;2021;1,6;102;Бензин
Renault Sandero II Stepway;9326,91;9514,83;2017;1,6;102;Бензин
Renault Sandero I;99710,38;4281,67;2012;1,6;84;Бензин
Renault Sandero I;99440,65;4245,99;2012;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;10565,57;10525,78;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8186,32;2021;1,6;102;Бензин
Renault Sandero I;34187,69;6767,42;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10894,48;2021;1,6;113;Бензин
Renault Sandero I;69381,60;4935,82;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11691,34;2021;1,6;113;Бензин
Renault Sandero I;78663,14;4418,45;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7603,54;2021;1,6;113;Бензин
Renault Sandero II Stepway;53351,77;8087,60;2016;1,6;102;Бензин
Renault Sandero I;95711,62;3437,23;2011;1,4;75;Бензин
Renault Sandero II Stepway;34771,91;8908,26;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10418,74;2021;1,6;82;Бензин
Renault Sandero I Stepway;77066,50;6303,57;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10894,48;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10311,69;2021;1,6;82;Бензин
Renault Sandero II;46612,80;5649,43;2014;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10098,88;2021;1,6;102;Бензин
Renault Sandero II Stepway;20509,63;8432,52;2017;1,6;113;Бензин
Renault Sandero II Рестайлинг;236,17;9395,89;2020;1,6;82;Бензин
Renault Sandero I;47296,46;5221,26;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;11132,35;2021;1,6;113;Бензин
Renault Sandero II;24549,41;9098,55;2016;1,6;102;Бензин
Renault Sandero II;10876,32;8147,07;2016;1,6;82;Бензин
Renault Sandero I;31376,01;7112,33;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8677,52;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8570,48;2021;1,6;102;Бензин
Renault Sandero II Stepway;19560,60;8194,64;2016;1,6;102;Бензин
Renault Sandero II;36171,54;7243,16;2015;1,6;102;Бензин
Renault Sandero I;70229,96;4103,27;2013;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8011,48;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8689,42;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8570,48;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9424,44;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8689,42;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7321,66;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;6025,26;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7737,93;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8570,48;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8852,36;2021;1,6;102;Бензин
Renault Sandero I;55935,36;3687,00;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7234,84;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8388,51;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8673,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero I;58918,58;3805,93;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7722,47;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8439,65;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;3,11;9526,72;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8126,85;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7963,91;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2020;1,6;82;Бензин
Renault Sandero II Stepway;61067,74;6470,08;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8320,72;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8079,28;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7234,84;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8400,40;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10787,44;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7246,73;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11691,34;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8439,65;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8939,18;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8758,40;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;3400,87;11001,52;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8079,28;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7246,73;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9234,14;2021;1,6;113;Бензин
Renault Sandero I;68365,44;3924,87;2010;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10311,69;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;6878,03;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8507,44;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8689,42;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7630,89;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;6937,50;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7510,11;2020;1,6;82;Бензин
Renault Sandero II Stepway;19888,13;9039,09;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг;10565,57;8967,72;2019;1,6;82;Бензин
Renault Sandero II Stepway;21131,14;9384,00;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7809,29;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;11189,56;11108,56;2019;1,6;102;Бензин
Renault Sandero II Stepway;37600,99;8848,79;2017;1,6;113;Бензин
Renault Sandero II;32318,21;5712,60;2016;1,6;82;Бензин
Renault Sandero II;64139,22;6125,17;2014;1,6;82;Бензин
Renault Sandero II Stepway;54070,85;7659,44;2017;1,6;82;Бензин
Renault Sandero II;64062,15;7064,76;2017;1,6;82;Бензин
Renault Sandero II Stepway;49720,32;7849,73;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг;18023,62;7421,57;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8758,40;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7246,73;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8677,52;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8983,19;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;43944,69;9276,96;2019;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8150,64;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8400,40;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8079,28;2021;1,6;102;Бензин
Renault Sandero I;61839,65;4757,41;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10192,76;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8626,38;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8079,28;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9005,78;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9173,48;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8186,32;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8186,32;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8689,42;2021;1,6;102;Бензин
Renault Sandero II;29853,33;6184,64;2014;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8442,03;2020;1,6;113;Бензин
Renault Sandero I;136810,44;4222,20;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9054,55;2021;1,6;102;Бензин
Renault Sandero II Stepway;11773,77;8634,71;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9234,14;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9005,78;2021;1,6;113;Бензин
Renault Sandero II Stepway;45369,79;8920,15;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7413,24;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8079,28;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7413,24;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7734,37;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8186,32;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7963,91;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8186,32;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9781,24;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8626,38;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7737,93;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9590,95;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10418,74;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero I;42262,27;5697,00;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10003,65;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7856,87;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero I Stepway;35425,73;6541,44;2013;1,6;103;Бензин
Renault Sandero II Рестайлинг;0,00;10704,18;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8758,40;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9256,74;2021;1,6;102;Бензин
Renault Sandero I Stepway;77001,86;5815,94;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;8344,50;2020;1,6;102;Бензин
Renault Sandero I;103480,42;3805,93;2013;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7737,93;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;11382,11;2021;1,6;102;Бензин
Renault Sandero I;67743,94;4364,93;2011;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;11382,11;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11215,60;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8689,42;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11536,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10656,61;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12476,32;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11643,77;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11156,13;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11530,83;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11536,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;10917,92;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10656,61;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12357,38;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10656,61;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11536,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;8166,10;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12476,32;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10656,61;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11536,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10478,20;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11536,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12119,51;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12119,51;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7155,15;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11643,77;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8570,48;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10418,74;2021;1,6;82;Бензин
Renault Sandero II Stepway;30431,95;9752,70;2017;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8796,46;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10894,48;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;6996,97;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7829,51;2021;1,6;113;Бензин
Renault Sandero II Stepway;34635,80;7481,03;2015;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9234,14;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7401,35;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7155,15;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7877,09;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;10549,56;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;11025,31;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7294,30;2021;1,6;82;Бензин
Renault Sandero II;24651,96;8384,94;2017;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10668,50;2021;1,6;113;Бензин
Renault Sandero II;32436,30;8325,47;2015;1,6;102;Бензин
Renault Sandero I;35425,73;4995,28;2012;1,4;75;Бензин
Renault Sandero II Рестайлинг;0,00;10549,56;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7127,79;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7246,73;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8079,28;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7722,47;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8233,89;2021;1,6;102;Бензин
